CHLRE_01g000017v5 Cre01.g000017
CHLRE_02g146700v5 Cre02.g146700
CHLRE_02g146650v5 Cre02.g146650
CHLRE_02g146629v5 Cre02.g146629
CHLRE_02g146600v5 Cre02.g146600
CHLRE_02g146550v5 Cre02.g146550
CHLRE_02g146500v5 Cre02.g146500
CHLRE_02g146450v5 Cre02.g146450
CHLRE_02g146400v5 Cre02.g146400
CHLRE_02g146300v5 Cre02.g146300
CHLRE_02g146250v5 Cre02.g146250
CHLRE_02g146200v5 Cre02.g146200
CHLRE_02g146150v5 Cre02.g146150
CHLRE_02g146131v5 Cre02.g146131
CHLRE_02g146100v5 Cre02.g146100
CHLRE_02g146050v5 Cre02.g146050
CHLRE_02g146000v5 Cre02.g146000
CHLRE_02g145950v5 Cre02.g145950
CHLRE_02g145900v5 Cre02.g145900
CHLRE_02g145902v5 Cre02.g145902
CHLRE_02g145850v5 Cre02.g145850
CHLRE_02g145800v5 Cre02.g145800
CHLRE_02g145750v5 Cre02.g145750
CHLRE_02g145700v5 Cre02.g145700
CHLRE_02g145650v5 Cre02.g145650
CHLRE_02g145628v5 Cre02.g145628
CHLRE_02g145630v5 Cre02.g145630
CHLRE_02g145600v5 Cre02.g145600
CHLRE_02g145602v5 Cre02.g145602
CHLRE_02g145550v5 Cre02.g145550
CHLRE_02g145500v5 Cre02.g145500
CHLRE_02g145502v5 Cre02.g145502
CHLRE_02g145451v5 Cre02.g145451
CHLRE_02g145450v5 Cre02.g145450
CHLRE_02g145452v5 Cre02.g145452
CHLRE_02g145350v5 Cre02.g145350
CHLRE_02g145300v5 Cre02.g145300
CHLRE_02g145250v5 Cre02.g145250
CHLRE_02g145231v5 Cre02.g145231
CHLRE_02g145200v5 Cre02.g145200
CHLRE_02g145150v5 Cre02.g145150
CHLRE_02g145133v5 Cre02.g145133
CHLRE_02g145100v5 Cre02.g145100
CHLRE_02g145050v5 Cre02.g145050
CHLRE_02g145000v5 Cre02.g145000
CHLRE_02g144950v5 Cre02.g144950
CHLRE_02g144900v5 Cre02.g144900
CHLRE_02g144850v5 Cre02.g144850
CHLRE_02g144800v5 Cre02.g144800
CHLRE_02g144802v5 Cre02.g144802
CHLRE_02g144750v5 Cre02.g144750
CHLRE_02g144734v5 Cre02.g144734
CHLRE_02g144700v5 Cre02.g144700
CHLRE_02g144650v5 Cre02.g144650
CHLRE_02g144600v5 Cre02.g144600
CHLRE_02g144605v5 Cre02.g144605
CHLRE_02g144606v5 Cre02.g144606
CHLRE_02g144550v5 Cre02.g144550
CHLRE_02g144500v5 Cre02.g144500
CHLRE_02g144450v5 Cre02.g144450
CHLRE_02g144400v5 Cre02.g144400
CHLRE_02g144350v5 Cre02.g144350
CHLRE_02g144300v5 Cre02.g144300
CHLRE_02g144250v5 Cre02.g144250
CHLRE_02g144251v5 Cre02.g144251
CHLRE_02g144252v5 Cre02.g144252
CHLRE_02g144100v5 Cre02.g144100
CHLRE_02g144050v5 Cre02.g144050
CHLRE_02g144000v5 Cre02.g144000
CHLRE_02g144001v5 Cre02.g144001
CHLRE_02g144002v5 Cre02.g144002
CHLRE_02g144004v5 Cre02.g144004
CHLRE_02g144005v5 Cre02.g144005
CHLRE_02g144006v5 Cre02.g144006
CHLRE_02g144007v5 Cre02.g144007
CHLRE_02g144008v5 Cre02.g144008
CHLRE_02g144009v5 Cre02.g144009
CHLRE_02g144010v5 Cre02.g144010
CHLRE_02g143900v5 Cre02.g143900
CHLRE_02g143861v5 Cre02.g143861
CHLRE_02g143858v5 Cre02.g143858
CHLRE_02g143850v5 Cre02.g143850
CHLRE_02g143800v5 Cre02.g143800
CHLRE_02g143801v5 Cre02.g143801
CHLRE_02g143650v5 Cre02.g143650
CHLRE_02g143635v5 Cre02.g143635
CHLRE_02g143600v5 Cre02.g143600
CHLRE_02g143550v5 Cre02.g143550
CHLRE_02g143500v5 Cre02.g143500
CHLRE_02g143450v5 Cre02.g143450
CHLRE_02g143400v5 Cre02.g143400
CHLRE_02g143392v5 Cre02.g143392
CHLRE_02g143350v5 Cre02.g143350
CHLRE_02g143352v5 Cre02.g143352
CHLRE_02g143300v5 Cre02.g143300
CHLRE_02g143250v5 Cre02.g143250
CHLRE_02g143200v5 Cre02.g143200
CHLRE_02g143150v5 Cre02.g143150
CHLRE_02g143151v5 Cre02.g143151
CHLRE_02g143050v5 Cre02.g143050
CHLRE_02g143052v5 Cre02.g143052
CHLRE_02g143000v5 Cre02.g143000
CHLRE_02g142950v5 Cre02.g142950
CHLRE_02g142900v5 Cre02.g142900
CHLRE_02g142850v5 Cre02.g142850
CHLRE_02g142852v5 Cre02.g142852
CHLRE_02g142800v5 Cre02.g142800
CHLRE_02g142750v5 Cre02.g142750
CHLRE_02g142700v5 Cre02.g142700
CHLRE_02g142650v5 Cre02.g142650
CHLRE_02g142600v5 Cre02.g142600
CHLRE_02g142601v5 Cre02.g142601
CHLRE_02g142602v5 Cre02.g142602
CHLRE_02g142604v5 Cre02.g142604
CHLRE_02g142605v5 Cre02.g142605
CHLRE_02g142606v5 Cre02.g142606
CHLRE_02g142400v5 Cre02.g142400
CHLRE_02g142350v5 Cre02.g142350
CHLRE_02g142351v5 Cre02.g142351
CHLRE_02g142352v5 Cre02.g142352
CHLRE_02g142353v5 Cre02.g142353
CHLRE_02g142200v5 Cre02.g142200
CHLRE_02g142150v5 Cre02.g142150
CHLRE_02g142100v5 Cre02.g142100
CHLRE_02g142050v5 Cre02.g142050
CHLRE_02g142000v5 Cre02.g142000
CHLRE_02g141950v5 Cre02.g141950
CHLRE_02g141900v5 Cre02.g141900
CHLRE_02g141850v5 Cre02.g141850
CHLRE_02g141800v5 Cre02.g141800
CHLRE_02g141700v5 Cre02.g141700
CHLRE_02g141701v5 Cre02.g141701
CHLRE_02g141600v5 Cre02.g141600
CHLRE_02g141550v5 Cre02.g141550
CHLRE_02g141500v5 Cre02.g141500
CHLRE_02g141450v5 Cre02.g141450
CHLRE_02g141400v5 Cre02.g141400
CHLRE_02g141350v5 Name=DRC10
CHLRE_02g141351v5 Cre02.g141351
CHLRE_02g141250v5 Cre02.g141250
CHLRE_02g141200v5 Cre02.g141200
CHLRE_02g141150v5 Cre02.g141150
CHLRE_02g141100v5 Cre02.g141100
CHLRE_02g141050v5 Cre02.g141050
CHLRE_02g141000v5 Cre02.g141000
CHLRE_02g141004v5 Cre02.g141004
CHLRE_02g141005v5 Cre02.g141005
CHLRE_02g140900v5 Cre02.g140900
CHLRE_02g140921v5 Cre02.g140921
CHLRE_02g140941v5 Cre02.g140941
CHLRE_02g140961v5 Cre02.g140961
CHLRE_02g140981v5 Cre02.g140981
CHLRE_02g141006v5 Cre02.g141006
CHLRE_02g141026v5 Cre02.g141026
CHLRE_02g141046v5 Cre02.g141046
CHLRE_02g141066v5 Cre02.g141066
CHLRE_02g141086v5 Cre02.g141086
CHLRE_02g141106v5 Cre02.g141106
CHLRE_02g141126v5 Cre02.g141126
CHLRE_02g141146v5 Cre02.g141146
CHLRE_02g141166v5 Cre02.g141166
CHLRE_02g141186v5 Cre02.g141186
CHLRE_02g141206v5 Cre02.g141206
CHLRE_02g141226v5 Cre02.g141226
CHLRE_02g141246v5 Cre02.g141246
CHLRE_02g141266v5 Cre02.g141266
CHLRE_02g141286v5 Cre02.g141286
CHLRE_02g141306v5 Cre02.g141306
CHLRE_02g141326v5 Cre02.g141326
CHLRE_02g141346v5 Cre02.g141346
CHLRE_02g141366v5 Cre02.g141366
CHLRE_02g141386v5 Cre02.g141386
CHLRE_02g141406v5 Cre02.g141406
CHLRE_02g141426v5 Cre02.g141426
CHLRE_02g141446v5 Cre02.g141446
CHLRE_02g141466v5 Cre02.g141466
CHLRE_02g141486v5 Cre02.g141486
CHLRE_02g141506v5 Cre02.g141506
CHLRE_02g141526v5 Cre02.g141526
CHLRE_02g141546v5 Cre02.g141546
CHLRE_02g141566v5 Cre02.g141566
CHLRE_02g141586v5 Cre02.g141586
CHLRE_02g141606v5 Cre02.g141606
CHLRE_02g141626v5 Cre02.g141626
CHLRE_02g141646v5 Cre02.g141646
CHLRE_02g141666v5 Cre02.g141666
CHLRE_02g141686v5 Cre02.g141686
CHLRE_02g141706v5 Cre02.g141706
CHLRE_02g141726v5 Cre02.g141726
CHLRE_02g141746v5 Cre02.g141746
CHLRE_02g141766v5 Cre02.g141766
CHLRE_02g141786v5 Cre02.g141786
CHLRE_02g141806v5 Cre02.g141806
CHLRE_02g141826v5 Cre02.g141826
CHLRE_02g141846v5 Cre02.g141846
CHLRE_02g141866v5 Cre02.g141866
CHLRE_02g141886v5 Cre02.g141886
CHLRE_02g141906v5 Cre02.g141906
CHLRE_02g141926v5 Cre02.g141926
CHLRE_02g141946v5 Cre02.g141946
CHLRE_02g141966v5 Cre02.g141966
CHLRE_02g141986v5 Cre02.g141986
CHLRE_02g142006v5 Cre02.g142006
CHLRE_02g142026v5 Cre02.g142026
CHLRE_02g142046v5 Cre02.g142046
CHLRE_02g142066v5 Cre02.g142066
CHLRE_02g142086v5 Cre02.g142086
CHLRE_02g142106v5 Cre02.g142106
CHLRE_02g142126v5 Cre02.g142126
CHLRE_02g142146v5 Cre02.g142146
CHLRE_02g142166v5 Cre02.g142166
CHLRE_02g142186v5 Cre02.g142186
CHLRE_02g142206v5 Cre02.g142206
CHLRE_02g142226v5 Cre02.g142226
CHLRE_02g142246v5 Cre02.g142246
CHLRE_02g142266v5 Cre02.g142266
CHLRE_02g142286v5 Cre02.g142286
CHLRE_02g142306v5 Cre02.g142306
CHLRE_02g142326v5 Cre02.g142326
CHLRE_02g142346v5 Cre02.g142346
CHLRE_02g142366v5 Cre02.g142366
CHLRE_02g142386v5 Cre02.g142386
CHLRE_02g142406v5 Cre02.g142406
CHLRE_02g142426v5 Cre02.g142426
CHLRE_02g142446v5 Cre02.g142446
CHLRE_02g142466v5 Cre02.g142466
CHLRE_02g142486v5 Cre02.g142486
CHLRE_02g142506v5 Cre02.g142506
CHLRE_02g142526v5 Cre02.g142526
CHLRE_02g142546v5 Cre02.g142546
CHLRE_02g142566v5 Cre02.g142566
CHLRE_02g142586v5 Cre02.g142586
CHLRE_02g142607v5 Cre02.g142607
CHLRE_02g142627v5 Cre02.g142627
CHLRE_02g142647v5 Cre02.g142647
CHLRE_02g142667v5 Cre02.g142667
CHLRE_02g142687v5 Cre02.g142687
CHLRE_02g142707v5 Cre02.g142707
CHLRE_02g142727v5 Cre02.g142727
CHLRE_02g142747v5 Cre02.g142747
CHLRE_02g142767v5 Cre02.g142767
CHLRE_02g142787v5 Cre02.g142787
CHLRE_02g142807v5 Cre02.g142807
CHLRE_02g142827v5 Cre02.g142827
CHLRE_02g142847v5 Cre02.g142847
CHLRE_02g142867v5 Cre02.g142867
CHLRE_02g142887v5 Cre02.g142887
CHLRE_02g142907v5 Cre02.g142907
CHLRE_02g142927v5 Cre02.g142927
CHLRE_02g142947v5 Cre02.g142947
CHLRE_02g142967v5 Cre02.g142967
CHLRE_02g142987v5 Cre02.g142987
CHLRE_02g143007v5 Cre02.g143007
CHLRE_02g143027v5 Cre02.g143027
CHLRE_02g143047v5 Cre02.g143047
CHLRE_02g143067v5 Cre02.g143067
CHLRE_02g143087v5 Cre02.g143087
CHLRE_02g143107v5 Cre02.g143107
CHLRE_02g143127v5 Cre02.g143127
CHLRE_02g143147v5 Cre02.g143147
CHLRE_02g143167v5 Cre02.g143167
CHLRE_02g143187v5 Cre02.g143187
CHLRE_02g143207v5 Cre02.g143207
CHLRE_02g143227v5 Cre02.g143227
CHLRE_02g143247v5 Cre02.g143247
CHLRE_02g143267v5 Cre02.g143267
CHLRE_02g143287v5 Cre02.g143287
CHLRE_02g143307v5 Cre02.g143307
CHLRE_02g143327v5 Cre02.g143327
CHLRE_02g143347v5 Cre02.g143347
CHLRE_02g143367v5 Cre02.g143367
CHLRE_02g143387v5 Cre02.g143387
CHLRE_02g143407v5 Cre02.g143407
CHLRE_02g143427v5 Cre02.g143427
CHLRE_02g143447v5 Cre02.g143447
CHLRE_02g143467v5 Cre02.g143467
CHLRE_02g143487v5 Cre02.g143487
CHLRE_02g143507v5 Cre02.g143507
CHLRE_02g143527v5 Cre02.g143527
CHLRE_02g143547v5 Cre02.g143547
CHLRE_02g143567v5 Cre02.g143567
CHLRE_02g143587v5 Cre02.g143587
CHLRE_02g143607v5 Cre02.g143607
CHLRE_02g143627v5 Cre02.g143627
CHLRE_02g143647v5 Cre02.g143647
CHLRE_02g143667v5 Cre02.g143667
CHLRE_03g143687v5 Cre03.g143687
CHLRE_03g143707v5 Cre03.g143707
CHLRE_03g143727v5 Cre03.g143727
CHLRE_03g143767v5 Cre03.g143767
CHLRE_03g143747v5 Cre03.g143747
CHLRE_03g143787v5 Cre03.g143787
CHLRE_03g143807v5 Cre03.g143807
CHLRE_03g143827v5 Cre03.g143827
CHLRE_03g143847v5 Cre03.g143847
CHLRE_03g143867v5 Cre03.g143867
CHLRE_03g143887v5 Cre03.g143887
CHLRE_03g143907v5 Cre03.g143907
CHLRE_03g143927v5 Cre03.g143927
CHLRE_03g143947v5 Cre03.g143947
CHLRE_03g143967v5 Cre03.g143967
CHLRE_03g143987v5 Cre03.g143987
CHLRE_03g144011v5 Cre03.g144011
CHLRE_03g144031v5 Cre03.g144031
CHLRE_03g144064v5 Cre03.g144064
CHLRE_03g144084v5 Cre03.g144084
CHLRE_03g144104v5 Cre03.g144104
CHLRE_03g144124v5 Cre03.g144124
CHLRE_03g144144v5 Cre03.g144144
CHLRE_03g144164v5 Cre03.g144164
CHLRE_03g144184v5 Cre03.g144184
CHLRE_03g144204v5 Cre03.g144204
CHLRE_03g144224v5 Cre03.g144224
CHLRE_03g144244v5 Cre03.g144244
CHLRE_03g144264v5 Cre03.g144264
CHLRE_03g144284v5 Cre03.g144284
CHLRE_03g144304v5 Cre03.g144304
CHLRE_03g144324v5 Cre03.g144324
CHLRE_03g144344v5 Cre03.g144344
CHLRE_03g144364v5 Cre03.g144364
CHLRE_03g144384v5 Cre03.g144384
CHLRE_03g144404v5 Cre03.g144404
CHLRE_03g144424v5 Cre03.g144424
CHLRE_03g144444v5 Cre03.g144444
CHLRE_03g144464v5 Cre03.g144464
CHLRE_03g144484v5 Cre03.g144484
CHLRE_03g144504v5 Cre03.g144504
CHLRE_03g144524v5 Cre03.g144524
CHLRE_03g144544v5 Cre03.g144544
CHLRE_03g144564v5 Cre03.g144564
CHLRE_03g144584v5 Cre03.g144584
CHLRE_03g144607v5 Cre03.g144607
CHLRE_03g144627v5 Cre03.g144627
CHLRE_03g144647v5 Cre03.g144647
CHLRE_03g144667v5 Cre03.g144667
CHLRE_03g144687v5 Cre03.g144687
CHLRE_03g144707v5 Cre03.g144707
CHLRE_03g144727v5 Cre03.g144727
CHLRE_03g144747v5 Cre03.g144747
CHLRE_03g144767v5 Cre03.g144767
CHLRE_03g144787v5 Cre03.g144787
CHLRE_03g144807v5 Cre03.g144807
CHLRE_03g144827v5 Cre03.g144827
CHLRE_03g144847v5 Cre03.g144847
CHLRE_03g144867v5 Cre03.g144867
CHLRE_03g144887v5 Cre03.g144887
CHLRE_03g144907v5 Cre03.g144907
CHLRE_03g144927v5 Cre03.g144927
CHLRE_03g144947v5 Cre03.g144947
CHLRE_03g144967v5 Cre03.g144967
CHLRE_03g144987v5 Cre03.g144987
CHLRE_03g145007v5 Cre03.g145007
CHLRE_03g145027v5 Cre03.g145027
CHLRE_03g145047v5 Cre03.g145047
CHLRE_03g145067v5 Cre03.g145067
CHLRE_03g145087v5 Cre03.g145087
CHLRE_03g145107v5 Cre03.g145107
CHLRE_03g145127v5 Cre03.g145127
CHLRE_03g145147v5 Cre03.g145147
CHLRE_03g145167v5 Cre03.g145167
CHLRE_03g145187v5 Cre03.g145187
CHLRE_03g145207v5 Cre03.g145207
CHLRE_03g145227v5 Cre03.g145227
CHLRE_03g145247v5 Cre03.g145247
CHLRE_03g145267v5 Cre03.g145267
CHLRE_03g145287v5 Cre03.g145287
CHLRE_03g145307v5 Cre03.g145307
CHLRE_03g145327v5 Cre03.g145327
CHLRE_03g145347v5 Cre03.g145347
CHLRE_03g145367v5 Cre03.g145367
CHLRE_03g145387v5 Cre03.g145387
CHLRE_03g145407v5 Cre03.g145407
CHLRE_03g145427v5 Cre03.g145427
CHLRE_03g145447v5 Cre03.g145447
CHLRE_03g145467v5 Cre03.g145467
CHLRE_03g145487v5 Cre03.g145487
CHLRE_03g145507v5 Cre03.g145507
CHLRE_03g145527v5 Cre03.g145527
CHLRE_03g145547v5 Cre03.g145547
CHLRE_03g145567v5 Cre03.g145567
CHLRE_03g145587v5 Cre03.g145587
CHLRE_03g145607v5 Cre03.g145607
CHLRE_03g145627v5 Cre03.g145627
CHLRE_03g145647v5 Cre03.g145647
CHLRE_03g145667v5 Cre03.g145667
CHLRE_03g145687v5 Name=FEN1
CHLRE_03g145707v5 Cre03.g145707
CHLRE_03g145727v5 Cre03.g145727
CHLRE_03g145747v5 Cre03.g145747
CHLRE_03g145767v5 Cre03.g145767
CHLRE_03g145787v5 Cre03.g145787
CHLRE_03g145807v5 Cre03.g145807
CHLRE_03g145827v5 Cre03.g145827
CHLRE_03g145847v5 Cre03.g145847
CHLRE_03g145867v5 Cre03.g145867
CHLRE_03g145887v5 Cre03.g145887
CHLRE_03g145907v5 Cre03.g145907
CHLRE_03g145927v5 Cre03.g145927
CHLRE_03g145947v5 Cre03.g145947
CHLRE_03g145967v5 Cre03.g145967
CHLRE_03g145987v5 Cre03.g145987
CHLRE_03g146007v5 Cre03.g146007
CHLRE_03g146027v5 Cre03.g146027
CHLRE_03g146047v5 Cre03.g146047
CHLRE_03g146067v5 Cre03.g146067
CHLRE_03g146087v5 Cre03.g146087
CHLRE_03g146107v5 Cre03.g146107
CHLRE_03g146127v5 Cre03.g146127
CHLRE_03g146147v5 Cre03.g146147
CHLRE_03g146167v5 Cre03.g146167
CHLRE_03g146187v5 Cre03.g146187
CHLRE_03g146207v5 Cre03.g146207
CHLRE_03g146227v5 Cre03.g146227
CHLRE_03g146247v5 Cre03.g146247
CHLRE_03g146267v5 Cre03.g146267
CHLRE_03g146287v5 Cre03.g146287
CHLRE_03g146307v5 Cre03.g146307
CHLRE_03g146327v5 Cre03.g146327
CHLRE_03g146347v5 Cre03.g146347
CHLRE_03g146367v5 Cre03.g146367
CHLRE_03g146387v5 Cre03.g146387
CHLRE_03g146407v5 Cre03.g146407
CHLRE_03g146427v5 Cre03.g146427
CHLRE_03g146447v5 Cre03.g146447
CHLRE_03g146467v5 Cre03.g146467
CHLRE_03g146487v5 Cre03.g146487
CHLRE_03g146507v5 Cre03.g146507
CHLRE_03g146527v5 Cre03.g146527
CHLRE_03g146547v5 Cre03.g146547
CHLRE_03g146567v5 Cre03.g146567
CHLRE_03g146587v5 Cre03.g146587
CHLRE_03g146607v5 Cre03.g146607
CHLRE_03g146627v5 Cre03.g146627
CHLRE_03g146647v5 Cre03.g146647
CHLRE_03g146667v5 Cre03.g146667
CHLRE_03g146687v5 Cre03.g146687
CHLRE_03g146707v5 Cre03.g146707
CHLRE_03g146727v5 Cre03.g146727
CHLRE_03g146747v5 Cre03.g146747
CHLRE_03g146767v5 Cre03.g146767
CHLRE_03g146787v5 Cre03.g146787
CHLRE_03g146807v5 Cre03.g146807
CHLRE_03g146827v5 Cre03.g146827
CHLRE_03g146847v5 Cre03.g146847
CHLRE_03g146867v5 Cre03.g146867
CHLRE_03g146887v5 Cre03.g146887
CHLRE_03g148000v5 Cre03.g148000
CHLRE_03g148050v5 Cre03.g148050
CHLRE_03g148100v5 Cre03.g148100
CHLRE_03g148150v5 Cre03.g148150
CHLRE_03g148201v5 Cre03.g148201
CHLRE_03g148250v5 Cre03.g148250
CHLRE_03g148300v5 Cre03.g148300
CHLRE_03g148350v5 Cre03.g148350
CHLRE_03g148400v5 Cre03.g148400
CHLRE_03g148450v5 Cre03.g148450
CHLRE_03g148500v5 Cre03.g148500
CHLRE_03g148700v5 Cre03.g148700
CHLRE_03g148750v5 Cre03.g148750
CHLRE_03g148800v5 Cre03.g148800
CHLRE_03g148850v5 Cre03.g148850
CHLRE_03g148900v5 Cre03.g148900
CHLRE_03g148950v5 Cre03.g148950
CHLRE_03g149001v5 Cre03.g149001
CHLRE_03g149050v5 Cre03.g149050
CHLRE_03g149100v5 Cre03.g149100
CHLRE_03g149150v5 Cre03.g149150
CHLRE_03g149201v5 Cre03.g149201
CHLRE_03g149250v5 Cre03.g149250
CHLRE_03g149300v5 Cre03.g149300
CHLRE_03g149350v5 Cre03.g149350
CHLRE_03g149400v5 Cre03.g149400
CHLRE_03g149450v5 Cre03.g149450
CHLRE_03g149500v5 Cre03.g149500
CHLRE_03g149517v5 Cre03.g149517
CHLRE_03g149550v5 Cre03.g149550
CHLRE_03g149600v5 Cre03.g149600
CHLRE_03g149650v5 Cre03.g149650
CHLRE_03g149700v5 Cre03.g149700
CHLRE_03g149750v5 Cre03.g149750
CHLRE_03g149800v5 Cre03.g149800
CHLRE_03g149851v5 Cre03.g149851
CHLRE_03g149900v5 Cre03.g149900
CHLRE_03g149950v5 Cre03.g149950
CHLRE_03g150000v5 Cre03.g150000
CHLRE_03g150050v5 Cre03.g150050
CHLRE_03g150101v5 Cre03.g150101
CHLRE_03g150151v5 Cre03.g150151
CHLRE_03g150200v5 Cre03.g150200
CHLRE_03g150251v5 Cre03.g150251
CHLRE_03g150300v5 Cre03.g150300
CHLRE_03g150350v5 Cre03.g150350
CHLRE_03g150400v5 Cre03.g150400
CHLRE_03g150450v5 Cre03.g150450
CHLRE_03g150500v5 Cre03.g150500
CHLRE_03g150550v5 Cre03.g150550
CHLRE_03g150600v5 Cre03.g150600
CHLRE_03g150650v5 Cre03.g150650
CHLRE_03g150700v5 Cre03.g150700
CHLRE_03g150750v5 Cre03.g150750
CHLRE_03g150767v5 Cre03.g150767
CHLRE_03g150783v5 Cre03.g150783
CHLRE_03g150800v5 Cre03.g150800
CHLRE_03g150850v5 Cre03.g150850
CHLRE_03g150900v5 Cre03.g150900
CHLRE_03g150950v5 Cre03.g150950
CHLRE_03g151000v5 Cre03.g151000
CHLRE_03g151050v5 Cre03.g151050
CHLRE_03g151100v5 Cre03.g151100
CHLRE_03g151150v5 Cre03.g151150
CHLRE_03g151200v5 Cre03.g151200
CHLRE_03g151250v5 Cre03.g151250
CHLRE_03g151300v5 Cre03.g151300
CHLRE_03g151351v5 Cre03.g151351
CHLRE_03g151400v5 Cre03.g151400
CHLRE_03g151450v5 Cre03.g151450
CHLRE_03g151500v5 Cre03.g151500
CHLRE_03g151550v5 Cre03.g151550
CHLRE_03g151600v5 Cre03.g151600
CHLRE_03g151650v5 Cre03.g151650
CHLRE_03g151700v5 Cre03.g151700
CHLRE_03g151750v5 Cre03.g151750
CHLRE_03g151800v5 Cre03.g151800
CHLRE_03g151850v5 Cre03.g151850
CHLRE_03g151900v5 Cre03.g151900
CHLRE_03g151950v5 Cre03.g151950
CHLRE_03g152000v5 Cre03.g152000
CHLRE_03g152050v5 Cre03.g152050
CHLRE_03g152100v5 Cre03.g152100
CHLRE_03g152150v5 Cre03.g152150
CHLRE_03g152200v5 Cre03.g152200
CHLRE_03g152250v5 Cre03.g152250
CHLRE_03g152300v5 Cre03.g152300
CHLRE_03g152326v5 Cre03.g152326
CHLRE_03g152350v5 Cre03.g152350
CHLRE_03g152400v5 Cre03.g152400
CHLRE_03g152425v5 Cre03.g152425
CHLRE_03g152450v5 Cre03.g152450
CHLRE_03g152500v5 Cre03.g152500
CHLRE_03g152550v5 Cre03.g152550
CHLRE_03g152600v5 Cre03.g152600
CHLRE_03g152650v5 Cre03.g152650
CHLRE_03g152701v5 Cre03.g152701
CHLRE_03g152750v5 Cre03.g152750
CHLRE_03g152800v5 Cre03.g152800
CHLRE_03g152850v5 Cre03.g152850
CHLRE_03g152900v5 Cre03.g152900
CHLRE_03g152950v5 Cre03.g152950
CHLRE_03g153000v5 Cre03.g153000
CHLRE_03g153050v5 Cre03.g153050
CHLRE_03g153076v5 Cre03.g153076
CHLRE_03g153100v5 Cre03.g153100
CHLRE_03g153150v5 Cre03.g153150
CHLRE_03g153200v5 Cre03.g153200
CHLRE_03g153250v5 Cre03.g153250
CHLRE_03g153300v5 Cre03.g153300
CHLRE_03g153306v5 Cre03.g153306
CHLRE_03g153400v5 Cre03.g153400
CHLRE_03g153450v5 Cre03.g153450
CHLRE_03g153500v5 Cre03.g153500
CHLRE_03g153550v5 Cre03.g153550
CHLRE_03g153600v5 Cre03.g153600
CHLRE_03g153650v5 Cre03.g153650
CHLRE_03g153700v5 Cre03.g153700
CHLRE_03g153750v5 Cre03.g153750
CHLRE_03g153800v5 Cre03.g153800
CHLRE_03g153850v5 Cre03.g153850
CHLRE_03g153900v5 Cre03.g153900
CHLRE_03g153950v5 Cre03.g153950
CHLRE_03g154000v5 Cre03.g154000
CHLRE_03g154050v5 Cre03.g154050
CHLRE_03g154100v5 Cre03.g154100
CHLRE_03g154150v5 Cre03.g154150
CHLRE_03g154200v5 Cre03.g154200
CHLRE_03g154225v5 Cre03.g154225
CHLRE_03g154250v5 Cre03.g154250
CHLRE_03g154300v5 Cre03.g154300
CHLRE_03g154350v5 Cre03.g154350
CHLRE_03g154400v5 Cre03.g154400
CHLRE_03g154425v5 Cre03.g154425
CHLRE_03g154500v5 Cre03.g154500
CHLRE_03g154550v5 Cre03.g154550
CHLRE_03g154600v5 Cre03.g154600
CHLRE_03g154651v5 Cre03.g154651
CHLRE_03g154700v5 Cre03.g154700
CHLRE_03g154726v5 Cre03.g154726
CHLRE_03g154750v5 Cre03.g154750
CHLRE_03g154800v5 Cre03.g154800
CHLRE_03g154850v5 Cre03.g154850
CHLRE_03g154900v5 Cre03.g154900
CHLRE_03g154950v5 Cre03.g154950
CHLRE_03g155001v5 Cre03.g155001
CHLRE_03g155051v5 Cre03.g155051
CHLRE_03g155100v5 Cre03.g155100
CHLRE_03g155150v5 Cre03.g155150
CHLRE_03g155200v5 Cre03.g155200
CHLRE_03g155250v5 Cre03.g155250
CHLRE_03g155300v5 Cre03.g155300
CHLRE_03g155350v5 Cre03.g155350
CHLRE_03g155400v5 Cre03.g155400
CHLRE_03g155450v5 Cre03.g155450
CHLRE_03g155500v5 Cre03.g155500
CHLRE_03g155501v5 Cre03.g155501
CHLRE_03g155527v5 Cre03.g155527
CHLRE_03g155550v5 Cre03.g155550
CHLRE_03g155600v5 Cre03.g155600
CHLRE_03g155650v5 Cre03.g155650
CHLRE_03g155700v5 Cre03.g155700
CHLRE_03g155750v5 Cre03.g155750
CHLRE_03g155800v5 Cre03.g155800
CHLRE_03g155850v5 Cre03.g155850
CHLRE_03g155900v5 Cre03.g155900
CHLRE_03g155926v5 Cre03.g155926
CHLRE_03g155950v5 Cre03.g155950
CHLRE_03g155976v5 Cre03.g155976
CHLRE_03g156000v5 Cre03.g156000
CHLRE_03g156050v5 Cre03.g156050
CHLRE_03g156100v5 Cre03.g156100
CHLRE_03g156150v5 Cre03.g156150
CHLRE_03g156200v5 Cre03.g156200
CHLRE_03g156250v5 Cre03.g156250
CHLRE_03g156300v5 Cre03.g156300
CHLRE_03g156350v5 Cre03.g156350
CHLRE_03g156400v5 Cre03.g156400
CHLRE_03g156450v5 Cre03.g156450
CHLRE_03g156476v5 Cre03.g156476
CHLRE_03g156500v5 Cre03.g156500
CHLRE_03g156550v5 Cre03.g156550
CHLRE_03g156600v5 Cre03.g156600
CHLRE_03g156650v5 Cre03.g156650
CHLRE_03g156700v5 Cre03.g156700
CHLRE_03g156750v5 Cre03.g156750
CHLRE_03g156800v5 Cre03.g156800
CHLRE_03g156850v5 Cre03.g156850
CHLRE_03g156900v5 Cre03.g156900
CHLRE_03g156950v5 Cre03.g156950
